date,species,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,weekofyear,yearmonth,weekday,closest_station,station,tmax,tmin,tavg,depart,dewpoint,wetbulb,preciptotal,resultspeed,resultdir,avgspeed,daytime,rhumidity,rolltemp7,rollprec7,rollrh7,rolltemp10,rollprec10,rollrh10,rolltemp14,rollprec14,rollrh14
2007-05-29,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-05-29,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-05-29,CULEX RESTUANS,T129,41.891126,-87.61156,2,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,1,0,2007,5,22,2007-05,1,1,1,88,60,74.0,10,58,65,0.0,5.8,18,6.5,896,57.39844888625208,64.78571428571429,0.2015714285714286,63.69231111610655,65.5,0.15030000000000002,59.57652147219934,68.28571428571429,0.10878571428571429,53.839960318223724
2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,1,0,2007,5,22,2007-05,1,1,1,88,60,74.0,10,58,65,0.0,5.8,18,6.5,896,57.39844888625208,64.78571428571429,0.2015714285714286,63.69231111610655,65.5,0.15030000000000002,59.57652147219934,68.28571428571429,0.10878571428571429,53.839960318223724
2007-05-29,CULEX RESTUANS,T153,41.907645,-87.760886,1,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-05-29,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,5,22,2007-05,1,2,2,88,65,76.5,10,59,66,0.0,5.8,16,7.4,896,54.73053358691181,67.57142857142857,0.05728571428571432,58.22315850131554,65.45,0.15020000000000003,60.71766496304569,68.5,0.10878571428571429,55.266038805821346
2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,3,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,5,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T046,41.891118,-87.65449100000001,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,2,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,2,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,4,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,2,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T143,41.999128999999996,-87.795585,9,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,3,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T009,41.981964000000005,-87.812827,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T016,42.011601,-87.81150600000001,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T019,41.94983,-87.69845699999999,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,3,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T089,41.723195000000004,-87.64997,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,7,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,2,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T135,41.662014,-87.72460799999999,4,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS,T135,41.662014,-87.72460799999999,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,3,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,2,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,1,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,10,0,2007,6,23,2007-06,1,1,1,64,47,55.5,-9,48,51,0.42,5.2,5,7.6,906,75.83271310200462,67.42857142857143,0.21300000000000005,72.74513193552407,69.6,0.24210000000000004,70.58722848416792,71.42857142857143,0.17364285714285718,66.36037347147582
2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T154,41.918704999999996,-87.752329,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,3,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,8,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,1,0,2007,6,23,2007-06,1,2,2,63,51,57.0,-9,47,52,0.27,6.2,3,8.1,906,69.17919044473983,65.14285714285714,0.2458571428571429,72.50016311622402,67.9,0.21610000000000004,71.11712824157544,70.03571428571429,0.19292857142857148,67.39242038989211
